,t,x
0,0.0,0.9922730783710279
1,0.0033333703707818974,0.9781083483710278
2,0.006666740741563795,0.9876866133710278
3,0.010000111112345693,0.9805412483710276
4,0.01333348148312759,0.9547373758710278
5,0.016666851853909488,0.9627720433710278
6,0.020000222224691385,0.9631578258710278
7,0.023333592595473282,0.9458530808710277
8,0.02666696296625518,0.9538093558710277
9,0.030000333337037076,0.9675910758710278
10,0.033333703707818976,0.9475703208710278
11,0.03666707407860087,0.9365486158710277
12,0.04000044444938277,0.9356571558710278
13,0.043333814820164664,0.9113569258710277
14,0.046667185190946564,0.8862876508710278
15,0.05000055556172846,0.8810847058710278
16,0.05333392593251036,0.8511143008710278
17,0.05666729630329226,0.8236066983710277
18,0.06000066667407415,0.8155610658710277
19,0.06333403704485605,0.7932008258710279
20,0.06666740741563795,0.7631062283710277
21,0.07000077778641985,0.7425666708710277
22,0.07333414815720174,0.7174034208710278
23,0.07666751852798363,0.6810557433710278
24,0.08000088889876554,0.6505399758710277
25,0.08333425926954743,0.6164262208710278
26,0.08666762964032933,0.5773524133710277
27,0.09000100001111123,0.5463020308710278
28,0.09333437038189313,0.5062919383710278
29,0.09666774075267502,0.47460006587102777
30,0.10000111112345691,0.44234784587102777
31,0.10333448149423882,0.41454572337102774
32,0.10666785186502072,0.3758027658710278
33,0.11000122223580261,0.3461469833710278
34,0.11333459260658452,0.3152006508710278
35,0.11666796297736641,0.2767387208710278
36,0.1200013333481483,0.23786269087102777
37,0.1233347037189302,0.21039260837102777
38,0.1266680740897121,0.16527603837102778
39,0.130001444460494,0.11992719587102776
40,0.1333348148312759,0.07974593587102778
41,0.13666818520205778,0.03951247837102778
42,0.1400015555728397,0.0036179958710277627
43,0.1433349259436216,-0.04078170912897222
44,0.14666829631440348,-0.07505021162897221
45,0.1500016666851854,-0.1169160466289722
46,0.15333503705596727,-0.1572181466289722
47,0.15666840742674917,-0.19587355162897224
48,0.16000177779753108,-0.2442848116289722
49,0.16333514816831296,-0.2875593391289722
50,0.16666851853909487,-0.3224451916289722
51,0.17000188890987677,-0.35824966412897224
52,0.17333525928065865,-0.40670791912897225
53,0.17666862965144056,-0.43283646912897217
54,0.18000200002222247,-0.45693163162897227
55,0.18333537039300435,-0.49288863412897227
56,0.18666874076378626,-0.5308399816289722
57,0.19000211113456816,-0.5538084441289721
58,0.19333548150535004,-0.5909596566289723
59,0.19666885187613195,-0.6236128266289722
60,0.20000222224691383,-0.6501548491289724
61,0.20333559261769574,-0.6764762916289722
62,0.20666896298847764,-0.6982481316289721
63,0.21000233335925952,-0.7323438841289722
64,0.21333570373004143,-0.7483186341289723
65,0.21666907410082334,-0.7719184691289722
66,0.22000244447160522,-0.8049858116289723
67,0.22333581484238713,-0.8237779266289722
68,0.22666918521316903,-0.8409208691289722
69,0.2300025555839509,-0.8624387916289722
70,0.23333592595473282,-0.8715046716289723
71,0.2366692963255147,-0.8805088466289723
72,0.2400026666962966,-0.8945078666289723
73,0.24333603706707851,-0.8987125991289722
74,0.2466694074378604,-0.9084016241289723
75,0.25000277780864233,-0.9143763541289722
76,0.2533361481794242,-0.9158863441289722
77,0.2566695185502061,-0.9101322766289723
78,0.260002888920988,-0.9145774841289722
79,0.2633362592917699,-0.9007511541289723
80,0.2666696296625518,-0.8926395816289723
81,0.27000300003333366,-0.8848161316289724
82,0.27333637040411557,-0.8731794766289724
83,0.2766697407748975,-0.8531266816289722
84,0.2800031111456794,-0.8340776266289722
85,0.2833364815164613,-0.8229148891289721
86,0.2866698518872432,-0.7959840216289724
87,0.29000322225802505,-0.7826142916289722
88,0.29333659262880696,-0.7620887766289723
89,0.29666996299958887,-0.7324009516289722
90,0.3000033333703708,-0.7131553666289723
91,0.3033367037411527,-0.6848011816289723
92,0.30667007411193453,-0.6479536441289722
93,0.31000344448271644,-0.6219312966289723
94,0.31333681485349835,-0.5825563166289722
95,0.31667018522428025,-0.5501878266289721
96,0.32000355559506216,-0.5226203716289721
97,0.32333692596584407,-0.48272445912897227
98,0.3266702963366259,-0.4551560791289722
99,0.33000366670740783,-0.4277915966289722
100,0.33333703707818974,-0.38899977662897217
101,0.33667040744897164,-0.35399091912897224
102,0.34000377781975355,-0.3263984541289722
103,0.3433371481905354,-0.2733747716289722
104,0.3466705185613173,-0.2304008391289722
105,0.3500038889320992,-0.1962803541289722
106,0.3533372593028811,-0.15460769412897218
107,0.35667062967366303,-0.11502916412897224
108,0.36000400004444494,-0.07862502412897224
109,0.3633373704152268,-0.0436323641289722
110,0.3666707407860087,-0.006206821628972209
111,0.3700041111567906,0.028646085871027793
112,0.3733374815275725,0.07095322337102777
113,0.3766708518983544,0.10862257087102778
114,0.3800042222691363,0.13880079587102778
115,0.3833375926399182,0.17799147587102776
116,0.3866709630107001,0.21382004337102778
117,0.390004333381482,0.2505104183710278
118,0.3933377037522639,0.2898246733710278
119,0.3966710741230458,0.3257163758710278
120,0.40000444449382766,0.3625181608710278
121,0.40333781486460957,0.40092694837102777
122,0.4066711852353915,0.4291282433710278
123,0.4100045556061734,0.4732997133710278
124,0.4133379259769553,0.5078059258710277
125,0.4166712963477372,0.5392024108710278
126,0.42000466671851905,0.5705937508710277
127,0.42333803708930096,0.6077531333710278
128,0.42667140746008286,0.6387388408710277
129,0.43000477783086477,0.6693705783710278
130,0.4333381482016467,0.6990110458710277
131,0.43667151857242853,0.7304478358710278
132,0.44000488894321044,0.7670146158710278
133,0.44333825931399234,0.7886656158710279
134,0.44667162968477425,0.8153684683710278
135,0.45000500005555616,0.8391536058710278
