,t,x
0,0,8.42075516
1,0.003333372,8.05084763
2,0.006666745,7.646486055
3,0.010000117,7.127267382
4,0.013333489,6.729611512
5,0.016666862,6.19887852
6,0.020000234,5.59379124
7,0.023333606,5.137046262
8,0.026666979,4.507882435
9,0.030000351,3.790053922
10,0.033333723,3.12383917
11,0.036667096,2.440964777
12,0.040000468,1.744003032
13,0.04333384,1.087385867
14,0.046667213,0.463118972
15,0.050000585,-0.235638043
16,0.053333957,-0.967697983
17,0.05666733,-1.694009323
18,0.060000702,-2.35664915
19,0.063334074,-2.81269193
20,0.066667447,-3.238211183
21,0.070000819,-3.849213865
22,0.073334192,-4.35567291
23,0.076667564,-4.769485433
24,0.080000936,-5.391598738
25,0.083334309,-5.949566115
26,0.086667681,-6.462090223
27,0.090001053,-6.916938168
28,0.093334426,-7.324004665
29,0.096667798,-7.76332687
30,0.10000117,-8.141312863
31,0.103334543,-8.50521835
32,0.106667915,-8.974279783
33,0.110001287,-9.378183745
34,0.11333466,-9.802995145
35,0.116668032,-10.21873184
36,0.120001404,-10.61633621
37,0.123334777,-11.12861618
38,0.126668149,-11.57320099
39,0.130001521,-11.95351715
40,0.133334894,-12.30333984
41,0.136668266,-12.61880524
42,0.140001638,-12.90760193
43,0.143335011,-13.16609467
44,0.146668383,-13.35147247
45,0.150001755,-13.5213559
46,0.153335128,-13.76542023
47,0.1566685,-13.98392364
48,0.160001872,-14.0763385
49,0.163335245,-14.05730804
50,0.166668617,-14.02865479
51,0.170001989,-14.03140045
52,0.173335362,-14.05602875
53,0.176668734,-13.99154175
54,0.180002106,-13.82819992
55,0.183335479,-13.61103272
56,0.186668851,-13.47905167
57,0.190002223,-13.39189407
58,0.193335596,-13.29117493
59,0.196668968,-13.10653015
60,0.20000234,-12.75088501
61,0.203335713,-12.43212646
62,0.206669085,-12.26462631
63,0.210002457,-12.01559235
64,0.21333583,-11.80357101
65,0.216669202,-11.71810333
66,0.220002575,-11.45781311
67,0.223335947,-11.09095184
68,0.226669319,-10.78046234
69,0.230002692,-10.52507706
70,0.233336064,-10.23963653
71,0.236669436,-9.89737167
72,0.240002809,-9.41698593
73,0.243336181,-8.896560208
74,0.246669553,-8.391186063
75,0.250002926,-7.95761421
76,0.253336298,-7.417866288
77,0.25666967,-6.863870465
78,0.260003043,-6.290448988
79,0.263336415,-5.634383618
80,0.266669787,-5.030192338
81,0.27000316,-4.353575478
82,0.273336532,-3.746021653
83,0.276669904,-3.061292608
84,0.280003277,-2.45620958
85,0.283336649,-1.896170535
86,0.286670021,-1.269698065
87,0.290003394,-0.640067685
88,0.293336766,0.012013305
89,0.296670138,0.602057252
90,0.300003511,1.12264742
91,0.303336883,1.643714332
92,0.306670255,2.100607607
93,0.310003628,2.565787697
94,0.313337,3.0481815
95,0.316670372,3.53592991
96,0.320003745,4.138806612
97,0.323337117,4.736216737
98,0.326670489,5.372164612
99,0.330003862,5.868419345
100,0.333337234,6.38717972
101,0.336670606,6.903769077
102,0.340003979,7.33019623
103,0.343337351,7.791619572
104,0.346670723,8.2838591
105,0.350004096,8.728858495
106,0.353337468,9.214651947
107,0.356670841,9.694976657
108,0.360004213,10.24526444
109,0.363337585,10.84127915
110,0.366670958,11.19692215
111,0.37000433,11.60645828
112,0.373337702,12.01802628
113,0.376671075,12.40169754
114,0.380004447,12.74507278
115,0.383337819,13.03726395
116,0.386671192,13.22673477
117,0.390004564,13.33653641
118,0.393337936,13.43305741
