Time,NADH,ATP
501.77,1.081373133,2.056893912
501.78,1.081349626,2.056901222
501.79,1.081325466,2.056908734
501.8,1.081300664,2.056916446
501.81,1.081275233,2.056924353
501.82,1.081249184,2.056932453
501.83,1.081222527,2.05694074
501.84,1.081195275,2.056949213
501.85,1.081167439,2.056957867
501.86,1.08113903,2.056966699
501.87,1.081110059,2.056975705
501.88,1.081080539,2.056984881
501.89,1.08105048,2.056994225
501.9,1.081019894,2.057003733
501.91,1.080988792,2.0570134
501.92,1.080957186,2.057023224
501.93,1.080925087,2.057033201
501.94,1.080892506,2.057043328
501.95,1.080859456,2.0570536
501.96,1.080825947,2.057064015
501.97,1.08079199,2.057074569
501.98,1.080757598,2.057085257
501.99,1.080722781,2.057096078
502,1.080687551,2.057107026
502.01,1.08065192,2.0571181
502.02,1.080615898,2.057129294
502.03,1.080579498,2.057140606
502.04,1.08054273,2.057152032
502.05,1.080505606,2.057163568
502.06,1.080468138,2.057175211
502.07,1.080430336,2.057186958
502.08,1.080392213,2.057198804
502.09,1.080353779,2.057210746
502.1,1.080315047,2.057222782
502.11,1.080276027,2.057234906
502.12,1.080236731,2.057247116
502.13,1.08019717,2.057259408
502.14,1.080157356,2.057271779
502.15,1.080117299,2.057284224
502.16,1.080077013,2.057296741
502.17,1.080036507,2.057309326
502.18,1.079995794,2.057321975
502.19,1.079954885,2.057334685
502.2,1.079913791,2.057347452
502.21,1.079872523,2.057360273
502.22,1.079831093,2.057373144
502.23,1.079789513,2.057386062
502.24,1.079747793,2.057399023
502.25,1.079705946,2.057412023
502.26,1.079663983,2.057425059
502.27,1.079621914,2.057438128
502.28,1.079579752,2.057451225
502.29,1.079537508,2.057464348
502.3,1.079495193,2.057477493
502.31,1.079452818,2.057490656
502.32,1.079410396,2.057503833
502.33,1.079367937,2.057517022
502.34,1.079325454,2.057530218
502.35,1.079282956,2.057543419
502.36,1.079240456,2.05755662
502.37,1.079197966,2.057569818
502.38,1.079155496,2.057583009
502.39,1.079113058,2.05759619
502.4,1.079070663,2.057609358
502.41,1.079028323,2.057622508
502.42,1.07898605,2.057635637
502.43,1.078943853,2.057648743
502.44,1.078901746,2.05766182
502.45,1.07885974,2.057674866
502.46,1.078817845,2.057687877
502.47,1.078776073,2.05770085
502.48,1.078734436,2.05771378
502.49,1.078692946,2.057726665
502.5,1.078651612,2.057739501
502.51,1.078610448,2.057752284
502.52,1.078569463,2.057765011
502.53,1.078528671,2.057777678
502.54,1.078488082,2.057790282
502.55,1.078447707,2.057802819
502.56,1.078407558,2.057815285
502.57,1.078367646,2.057827678
502.58,1.078327984,2.057839993
502.59,1.078288581,2.057852227
502.6,1.07824945,2.057864376
502.61,1.078210602,2.057876438
502.62,1.078172048,2.057888407
502.63,1.0781338,2.057900282
502.64,1.07809587,2.057912058
502.65,1.078058268,2.057923731
502.66,1.078021006,2.057935298
502.67,1.077984095,2.057946756
502.68,1.077947548,2.057958102
502.69,1.077911374,2.05796933
502.7,1.077875586,2.057980439
502.71,1.077840196,2.057991424
502.72,1.077805214,2.058002282
502.73,1.077770651,2.058013009
502.74,1.077736521,2.058023602
502.75,1.077702832,2.058034057
502.76,1.077669598,2.058044371
502.77,1.07763683,2.05805454
502.78,1.077604538,2.058064561
502.79,1.077572735,2.058074429
502.8,1.077541432,2.058084142
502.81,1.07751064,2.058093696
502.82,1.07748037,2.058103088
502.83,1.077450635,2.058112313
502.84,1.077421444,2.058121369
502.85,1.077392811,2.058130251
502.86,1.077364746,2.058138957
502.87,1.077337261,2.058147483
502.88,1.077310366,2.058155824
502.89,1.077284074,2.058163978
502.9,1.077258396,2.058171941
502.91,1.077233344,2.05817971
502.92,1.077208928,2.05818728
502.93,1.07718516,2.058194649
502.94,1.07716202,2.058203289
502.95,1.077121961,2.058232059
502.96,1.07708076,2.058261648
502.97,1.077038434,2.058292041
502.98,1.076995006,2.058323224
502.99,1.076950493,2.058355183
503,1.076904916,2.058387905
503.01,1.076858296,2.058421373
503.02,1.076810651,2.058455576
503.03,1.076762001,2.058490498
503.04,1.076712366,2.058526124
503.05,1.076661766,2.058562442
503.06,1.076610221,2.058599437
503.07,1.07655775,2.058637094
503.08,1.076504374,2.0586754
503.09,1.076450112,2.058714339
503.1,1.076394983,2.058753899
503.11,1.076339008,2.058794065
503.12,1.076282206,2.058834822
503.13,1.076224597,2.058876157
503.14,1.076166202,2.058918055
503.15,1.076107039,2.058960502
503.16,1.076047128,2.059003485
503.17,1.07598649,2.059046987
503.18,1.075925143,2.059090997
503.19,1.075863109,2.059135499
503.2,1.075800406,2.059180479
503.21,1.075737054,2.059225923
503.22,1.075673074,2.059271817
503.23,1.075608484,2.059318147
503.24,1.075543305,2.059364898
503.25,1.075477557,2.059412056
503.26,1.075411258,2.059459608
503.27,1.07534443,2.059507538
503.28,1.075277091,2.059555833
503.29,1.075209263,2.059604479
503.3,1.075140963,2.059653461
503.31,1.075072212,2.059702766
503.32,1.075003031,2.059752378
503.33,1.074933438,2.059802284
503.34,1.074863453,2.05985247
503.35,1.074793097,2.059902921
503.36,1.074722389,2.059953623
503.37,1.074651349,2.060004563
503.38,1.074579996,2.060055726
503.39,1.07450835,2.060107097
503.4,1.074436432,2.060158663
503.41,1.07436426,2.060210409
503.42,1.074291855,2.060262321
503.43,1.074219237,2.060314385
503.44,1.074146425,2.060366588
503.45,1.074073438,2.060418913
503.46,1.074000298,2.060471349
503.47,1.073927023,2.060523879
503.48,1.073853633,2.060576491
503.49,1.073780149,2.060629169
503.5,1.07370659,2.0606819
503.51,1.073632975,2.06073467
503.52,1.073559324,2.060787464
503.53,1.073485658,2.060840268
503.54,1.073411996,2.060893068
503.55,1.073338357,2.06094585
503.56,1.073264762,2.0609986
503.57,1.073191231,2.061051303
503.58,1.073117783,2.061103945
503.59,1.073044437,2.061156513
503.6,1.072971214,2.061208991
503.61,1.072898134,2.061261366
503.62,1.072825215,2.061313623
503.63,1.072752479,2.061365749
503.64,1.072679945,2.061417729
503.65,1.072607632,2.061469549
503.66,1.07253556,2.061521195
503.67,1.07246375,2.061572652
503.68,1.07239222,2.061623907
503.69,1.072320991,2.061674945
503.7,1.072250083,2.061725752
503.71,1.072179515,2.061776313
503.72,1.072109306,2.061826616
503.73,1.072039478,2.061876645
503.74,1.071970049,2.061926387
503.75,1.071901039,2.061975826
503.76,1.071832469,2.06202495
503.77,1.071764357,2.062073743
503.78,1.071696724,2.062122192
503.79,1.07162959,2.062170282
503.8,1.071562973,2.062217999
503.81,1.071496895,2.06226533
503.82,1.071431375,2.062312259
503.83,1.071366432,2.062358773
503.84,1.071302086,2.062404858
503.85,1.071238357,2.062450499
503.86,1.071175266,2.062495682
503.87,1.071112831,2.062540393
503.88,1.071051072,2.062584617
503.89,1.07099001,2.062628341
503.9,1.070929663,2.062671551
503.91,1.070870053,2.062714232
503.92,1.070811198,2.06275637
503.93,1.070753118,2.06279795
503.94,1.070695833,2.06283896
503.95,1.070639364,2.062879384
503.96,1.070583728,2.062919208
503.97,1.070528948,2.062958418
503.98,1.070475041,2.062997
503.99,1.070422029,2.06303494
504,1.07036993,2.063072224
504.01,1.070318765,2.063108837
504.02,1.070268553,2.063144765
504.03,1.070219314,2.063179994
504.04,1.070171069,2.06321451
504.05,1.070123835,2.063248298
504.06,1.070077635,2.063281345
504.07,1.070032486,2.063313636
504.08,1.069988409,2.063345158
504.09,1.069945425,2.063375895
504.1,1.069903551,2.063405834
504.11,1.069862809,2.063434961
504.12,1.06982303,2.063459924
504.13,1.069782511,2.063481765
504.14,1.069740856,2.063504216
504.15,1.069698086,2.063527266
504.16,1.069654221,2.063550903
504.17,1.06960928,2.063575119
504.18,1.069563282,2.063599901
504.19,1.069516249,2.063625239
504.2,1.069468199,2.063651123
504.21,1.069419152,2.063677542
504.22,1.069369128,2.063704485
504.23,1.069318147,2.063731942
504.24,1.069266228,2.063759902
504.25,1.069213392,2.063788354
504.26,1.069159658,2.063817288
504.27,1.069105047,2.063846693
504.28,1.069049576,2.063876558
504.29,1.068993268,2.063906874
504.3,1.06893614,2.063937628
504.31,1.068878214,2.063968811
504.32,1.068819508,2.064000412
504.33,1.068760043,2.064032421
504.34,1.068699839,2.064064826
504.35,1.068638914,2.064097617
504.36,1.06857729,2.064130783
504.37,1.068514985,2.064164314
504.38,1.068452019,2.0641982
504.39,1.068388413,2.064232428
504.4,1.068324186,2.06426699
504.41,1.068259358,2.064301874
504.42,1.068193949,2.064337069
504.43,1.068127977,2.064372565
504.44,1.068061464,2.064408352
504.45,1.067994429,2.064444418
504.46,1.067926892,2.064480753
504.47,1.067858872,2.064517347
504.48,1.067790389,2.064554188
504.49,1.067721464,2.064591266
504.5,1.067652115,2.064628571
504.51,1.067582363,2.064666092
504.52,1.067512227,2.064703817
504.53,1.067441727,2.064741738
504.54,1.067370883,2.064779842
504.55,1.067299715,2.064818119
504.56,1.067228243,2.06485656
504.57,1.067156485,2.064895152
504.58,1.067084463,2.064933885
504.59,1.067012196,2.064972749
504.6,1.066939703,2.065011734
504.61,1.066867004,2.065050828
504.62,1.06679412,2.06509002
504.63,1.06672107,2.065129301
504.64,1.066647873,2.065168659
504.65,1.06657455,2.065208084
504.66,1.06650112,2.065247566
504.67,1.066427603,2.065287093
504.68,1.066354019,2.065326655
504.69,1.066280387,2.065366241
504.7,1.066206728,2.065405841
504.71,1.066133061,2.065445444
504.72,1.066059406,2.06548504
504.73,1.065985783,2.065524617
504.74,1.065912211,2.065564166
504.75,1.06583871,2.065603675
504.76,1.065765301,2.065643134
504.77,1.065692002,2.065682532
504.78,1.065618834,2.065721859
504.79,1.065545816,2.065761104
504.8,1.065472968,2.065800256
504.81,1.065400311,2.065839305
504.82,1.065327863,2.06587824
504.83,1.065255644,2.06591705
504.84,1.065183675,2.065955725
504.85,1.065111975,2.065994255
504.86,1.065040563,2.066032627
504.87,1.06496946,2.066070833
504.88,1.064898686,2.066108861
504.89,1.064828259,2.066146701
504.9,1.064758201,2.066184341
504.91,1.06468853,2.066221772
504.92,1.064619267,2.066258982
504.93,1.064550431,2.066295962
504.94,1.064482042,2.0663327
504.95,1.06441412,2.066369186
504.96,1.064346684,2.066405409
504.97,1.064279755,2.066441358
504.98,1.064213352,2.066477023
504.99,1.064147495,2.066512394
505,1.064082203,2.066547459
505.01,1.064017497,2.066582208
505.02,1.063953397,2.06661663
505.03,1.063889921,2.066650715
505.04,1.06382709,2.066684452
505.05,1.063764924,2.066717831
505.06,1.063703442,2.06675084
505.07,1.063642664,2.066783469
505.08,1.06358261,2.066815708
505.09,1.0635233,2.066847546
505.1,1.063464753,2.066878972
505.11,1.06340699,2.066909976
505.12,1.063350029,2.066940546
505.13,1.063293891,2.066970673
505.14,1.063238596,2.067000345
505.15,1.063184164,2.067029553
505.16,1.063130613,2.067058285
505.17,1.063077964,2.06708653
505.18,1.063026237,2.067114279
505.19,1.062975452,2.06714152
505.2,1.062925628,2.067168243
505.21,1.062876784,2.067194438
505.22,1.062828942,2.067220093
505.23,1.06278212,2.067245197
505.24,1.062736339,2.067269741
505.25,1.062691617,2.067293714
505.26,1.062647976,2.067317105
505.27,1.062605434,2.067339903
505.28,1.062564012,2.067362098
505.29,1.062523729,2.067383679
505.3,1.062473981,2.067391906
505.31,1.062420396,2.067399274
505.32,1.062365337,2.067406843
505.33,1.06230883,2.067414611
505.34,1.062250901,2.067422573
505.35,1.062191575,2.067430726
505.36,1.062130878,2.067439066
505.37,1.062068837,2.067447591
505.38,1.062005477,2.067456295
505.39,1.061940823,2.067465177
505.4,1.061874903,2.067474232
505.41,1.061807741,2.067483456
505.42,1.061739364,2.067492847
505.43,1.061669797,2.0675024
505.44,1.061599066,2.067512112
505.45,1.061527198,2.06752198
505.46,1.061454217,2.067532
505.47,1.061380151,2.067542168
505.48,1.061305024,2.067552481
505.49,1.061228862,2.067562935
505.5,1.061151692,2.067573527
505.51,1.06107354,2.067584254
505.52,1.06099443,2.067595111
505.53,1.06091439,2.067606095
505.54,1.060833445,2.067617203
505.55,1.06075162,2.067628431
505.56,1.060668942,2.067639776
505.57,1.060585436,2.067651233
505.58,1.060501129,2.0676628
505.59,1.060416046,2.067674473
505.6,1.060330212,2.067686248
505.61,1.060243655,2.067698122
505.62,1.0601564,2.067710091
505.63,1.060068472,2.067722152
505.64,1.059979898,2.067734301
505.65,1.059890704,2.067746534
505.66,1.059800914,2.067758849
505.67,1.059710556,2.067771241
505.68,1.059619654,2.067783707
505.69,1.059528236,2.067796244
505.7,1.059436326,2.067808847
505.71,1.059343951,2.067821514
505.72,1.059251136,2.067834241
505.73,1.059157907,2.067847023
505.74,1.059064291,2.067859859
505.75,1.058970312,2.067872744
505.76,1.058875998,2.067885674
505.77,1.058781373,2.067898646
505.78,1.058686464,2.067911657
505.79,1.058591296,2.067924703
505.8,1.058495896,2.06793778
505.81,1.058400288,2.067950885
505.82,1.0583045,2.067964014
505.83,1.058208557,2.067977165
505.84,1.058112485,2.067990332
505.85,1.058016309,2.068003513
505.86,1.057920055,2.068016704
505.87,1.057823751,2.068029902
505.88,1.05772742,2.068043103
505.89,1.057631089,2.068056303
505.9,1.057534785,2.0680695
505.91,1.057438532,2.068082689
505.92,1.057342357,2.068095866
505.93,1.057246285,2.068109029
505.94,1.057150343,2.068122174
505.95,1.057054556,2.068135297
505.96,1.05695895,2.068148395
505.97,1.056863551,2.068161464
505.98,1.056768386,2.0681745
505.99,1.056673478,2.0681875
506,1.056578856,2.068200461
506.01,1.056484544,2.068213379
506.02,1.056390568,2.068226251
506.03,1.056296954,2.068239072
506.04,1.056203729,2.068251839
506.05,1.056110917,2.06826455
506.06,1.056018545,2.068277199
506.07,1.055926639,2.068289785
506.08,1.055835224,2.068302302
506.09,1.055744326,2.068314748
506.1,1.055653972,2.068327119
506.11,1.055564187,2.068339411
506.12,1.055474997,2.068351622
506.13,1.055386427,2.068363747
506.14,1.055298505,2.068375782
506.15,1.055211254,2.068387726
506.16,1.055124703,2.068399572
506.17,1.055038875,2.068411319
506.18,1.054953798,2.068422963
506.19,1.054869496,2.0684345
506.2,1.054785997,2.068445926
506.21,1.054703325,2.068457239
506.22,1.054621506,2.068468434
506.23,1.054540568,2.068479508
506.24,1.054460534,2.068490457
506.25,1.054381432,2.068501278
506.26,1.054303286,2.068511968
506.27,1.054226124,2.068522522
506.28,1.05414997,2.068532938
506.29,1.054074851,2.068543211
506.3,1.054000792,2.068553338
506.31,1.05392782,2.068563316
506.32,1.05385596,2.068573141
506.33,1.053785238,2.06858281
506.34,1.053715679,2.068592318
506.35,1.053647311,2.068601663
506.36,1.053580158,2.06861084
506.37,1.053514247,2.068619847
506.38,1.053449603,2.06862868
506.39,1.053386253,2.068637335
506.4,1.053324221,2.068645809
506.41,1.053263535,2.068654098
506.42,1.053204219,2.068662198
506.43,1.0531463,2.068670106
506.44,1.053089804,2.068677819
506.45,1.053034756,2.068685333
506.46,1.052981182,2.068692644
506.47,1.052925005,2.068702283
506.48,1.05285217,2.068716785
506.49,1.052777276,2.068731694
506.5,1.052700359,2.068747003
506.51,1.052621454,2.068762705
506.52,1.052540597,2.068778794
506.53,1.052457824,2.068795261
506.54,1.052373171,2.0688121
506.55,1.052286673,2.068829304
506.56,1.052198366,2.068846865
506.57,1.052108286,2.068864777
506.58,1.052016469,2.068883033
506.59,1.05192295,2.068901625
506.6,1.051827765,2.068920546
506.61,1.05173095,2.068939789
506.62,1.05163254,2.068959348
506.63,1.051532573,2.068979214
506.64,1.051431082,2.068999381
506.65,1.051328104,2.069019843
506.66,1.051223675,2.069040591
506.67,1.05111783,2.069061618
506.68,1.051010605,2.069082918
506.69,1.050902036,2.069104484
506.7,1.050792159,2.069126308
506.71,1.050681009,2.069148383
506.72,1.050568622,2.069170702
506.73,1.050455035,2.069193259
506.74,1.050340282,2.069216045
506.75,1.050224399,2.069239055
506.76,1.050107422,2.06926228
506.77,1.049989388,2.069285714
506.78,1.049870331,2.06930935
506.79,1.049750287,2.06933318
506.8,1.049629293,2.069357197
506.81,1.049507383,2.069381395
506.82,1.049384595,2.069405767
506.83,1.049260962,2.069430304
506.84,1.049136522,2.069455001
506.85,1.04901131,2.069479849
506.86,1.048885361,2.069504842
506.87,1.048758712,2.069529974
506.88,1.048631398,2.069555236
506.89,1.048503455,2.069580621
506.9,1.048374919,2.069606123
506.91,1.048245825,2.069631735
506.92,1.048116209,2.069657449
506.93,1.047986107,2.069683258
506.94,1.047855555,2.069709155
506.95,1.047724588,2.069735134
506.96,1.047593243,2.069761186
506.97,1.047461554,2.069787305
506.98,1.047329558,2.069813484
506.99,1.047197291,2.069839716
507,1.047064788,2.069865994
507.01,1.046932084,2.06989231
507.02,1.046799217,2.069918657
507.03,1.046666221,2.069945029
507.04,1.046533132,2.069971418
507.05,1.046399986,2.069997817
507.06,1.046266818,2.070024219
507.07,1.046133666,2.070050617
507.08,1.046000563,2.070077005
507.09,1.045867546,2.070103374
507.1,1.045734651,2.070129717
507.11,1.045601914,2.070156028
507.12,1.04546937,2.0701823
507.13,1.045337055,2.070208525
507.14,1.045205004,2.070234697
507.15,1.045073254,2.070260808
507.16,1.04494184,2.070286851
507.17,1.044810798,2.070312819
507.18,1.044680164,2.070338705
507.19,1.044549974,2.070364502
507.2,1.044420262,2.070390202
507.21,1.044291066,2.0704158
507.22,1.04416242,2.070441287
507.23,1.044034361,2.070466656
507.24,1.043906924,2.070491901
507.25,1.043780145,2.070517014
507.26,1.04365406,2.070541989
507.27,1.043528704,2.070566818
507.28,1.043404113,2.070591493
507.29,1.043280324,2.070616009
507.3,1.043157371,2.070640357
507.31,1.043035291,2.070664532
507.32,1.042914119,2.070688525
507.33,1.042793891,2.07071233
507.34,1.042674643,2.070735939
507.35,1.04255641,2.070759345
507.36,1.042439229,2.070782542
507.37,1.042323134,2.070805522
507.38,1.042208162,2.070828279
507.39,1.042094349,2.070850804
507.4,1.04198173,2.070873091
507.41,1.041870341,2.070895133
507.42,1.041760218,2.070916923
507.43,1.041651397,2.070938454
507.44,1.041543912,2.070959718
507.45,1.041437801,2.070980709
507.46,1.041333099,2.071001419
507.47,1.041229841,2.071021842
507.48,1.041128063,2.071041969
507.49,1.041027801,2.071061795
507.5,1.040929091,2.071081312
507.51,1.040831969,2.071100513
507.52,1.04073647,2.07111939
507.53,1.04064263,2.071137938
507.54,1.040550485,2.071156148
507.55,1.04046007,2.071174014
507.56,1.040371422,2.071191528
507.57,1.040284575,2.071208684
507.58,1.040199567,2.071225474
507.59,1.040116432,2.071241891
507.6,1.040035206,2.071257928
507.61,1.039955925,2.071273578
507.62,1.039878625,2.071288835
507.63,1.039803342,2.07130369
507.64,1.039730111,2.071318137
507.65,1.039655419,2.071321253
507.66,1.039577053,2.071321253
507.67,1.039496512,2.071321253
507.68,1.039413833,2.071321253
507.69,1.039329055,2.071321253
507.7,1.039242215,2.071321253
507.71,1.039153353,2.071321253
507.72,1.039062505,2.071321253
507.73,1.03896971,2.071321253
507.74,1.038875006,2.071321253
507.75,1.038778431,2.071321253
507.76,1.038680023,2.071321253
507.77,1.03857982,2.071321253
507.78,1.03847786,2.071321253
507.79,1.038374181,2.071321253
507.8,1.038268821,2.071321253
507.81,1.038161819,2.071321253
507.82,1.038053211,2.071321253
507.83,1.037943037,2.071321253
507.84,1.037831334,2.071321253
507.85,1.03771814,2.071321253
507.86,1.037603494,2.071321253
507.87,1.037487433,2.071321253
507.88,1.037369995,2.071321253
507.89,1.037251219,2.071321253
507.9,1.037131142,2.071321253
507.91,1.037009802,2.071321253
507.92,1.036887238,2.071321253
507.93,1.036763488,2.071321253
507.94,1.036638589,2.071321253
507.95,1.03651258,2.071321253
507.96,1.036385499,2.071321253
507.97,1.036257383,2.071321253
507.98,1.036128271,2.071321253
507.99,1.0359982,2.071321253
508,1.03586721,2.071321253
508.01,1.035735337,2.071321253
508.02,1.03560262,2.071321253
508.03,1.035469097,2.071321253
508.04,1.035334806,2.071321253
508.05,1.035199785,2.071321253
508.06,1.035064072,2.071321253
508.07,1.034927704,2.071321253
508.08,1.034790721,2.071321253
508.09,1.03465316,2.071321253
508.1,1.034515059,2.071321253
508.11,1.034376457,2.071321253
508.12,1.03423739,2.071321253
508.13,1.034097898,2.071321253
508.14,1.033958018,2.071321253
508.15,1.033817788,2.071321253
508.16,1.033677246,2.071321253
508.17,1.033536431,2.071321253
508.18,1.03339538,2.071321253
508.19,1.033254132,2.071321253
508.2,1.033112724,2.071321253
508.21,1.032971195,2.071321253
508.22,1.032829582,2.071321253
508.23,1.032687924,2.071321253
508.24,1.032546258,2.071321253
508.25,1.032404623,2.071321253
508.26,1.032263057,2.071321253
508.27,1.032121597,2.071321253
508.28,1.031980282,2.071321253
508.29,1.03183915,2.071321253
508.3,1.031698238,2.071321253
508.31,1.031557586,2.071321253
508.32,1.03141723,2.071321253
508.33,1.031277209,2.071321253
508.34,1.031137561,2.071321253
508.35,1.030998324,2.071321253
508.36,1.030859536,2.071321253
508.37,1.030721235,2.071321253
508.38,1.030583459,2.071321253
508.39,1.030446247,2.071321253
508.4,1.030309635,2.071321253
508.41,1.030173662,2.071321253
508.42,1.030038367,2.071321253
508.43,1.029903787,2.071321253
508.44,1.02976996,2.071321253
508.45,1.029636925,2.071321253
508.46,1.029504719,2.071321253
508.47,1.02937338,2.071321253
508.48,1.029242946,2.071321253
508.49,1.029113456,2.071321253
508.5,1.028984948,2.071321253
508.51,1.028857459,2.071321253
508.52,1.028731028,2.071321253
508.53,1.028605692,2.071321253
508.54,1.028481489,2.071321253
508.55,1.028358459,2.071321253
508.56,1.028236638,2.071321253
508.57,1.028116065,2.071321253
508.58,1.027996777,2.071321253
508.59,1.027878813,2.071321253
508.6,1.027762211,2.071321253
508.61,1.027647009,2.071321253
508.62,1.027533245,2.071321253
508.63,1.027420957,2.071321253
508.64,1.027310182,2.071321253
508.65,1.02720096,2.071321253
508.66,1.027093327,2.071321253
508.67,1.026987323,2.071321253
508.68,1.026882985,2.071321253
508.69,1.026780351,2.071321253
508.7,1.026679459,2.071321253
508.71,1.026580347,2.071321253
508.72,1.026483053,2.071321253
508.73,1.026387616,2.071321253
508.74,1.026294072,2.071321253
508.75,1.026202462,2.071321253
508.76,1.026112821,2.071321253
508.77,1.026025189,2.071321253
508.78,1.025939603,2.071321253
508.79,1.025856102,2.071321253
508.8,1.025774723,2.071321253
508.81,1.025695505,2.071321253
508.82,1.025618503,2.071318297
508.83,1.025544695,2.071303855
508.84,1.02546878,2.071289005
508.85,1.025390797,2.071273753
508.86,1.02531078,2.071258107
508.87,1.025228767,2.071242074
508.88,1.025144794,2.071225661
508.89,1.025058897,2.071208875
508.9,1.024971113,2.071191724
508.91,1.024881478,2.071174213
508.92,1.024790029,2.071156352
508.93,1.024696802,2.071138145
508.94,1.024601833,2.071119602
508.95,1.02450516,2.071100728
508.96,1.024406818,2.07108153
508.97,1.024306844,2.071062017
508.98,1.024205274,2.071042195
508.99,1.024102145,2.07102207
509,1.023997493,2.071001651
509.01,1.023891355,2.070980944
509.02,1.023783767,2.070959957
509.03,1.023674765,2.070938695
509.04,1.023564386,2.070917168
509.05,1.023452667,2.070895381
509.06,1.023339643,2.070873341
509.07,1.023225352,2.070851057
509.08,1.023109829,2.070828534
509.09,1.022993112,2.07080578
509.1,1.022875236,2.070782803
509.11,1.022756237,2.070759608
509.12,1.022636154,2.070736204
509.13,1.022515021,2.070712597
509.14,1.022392875,2.070688794
509.15,1.022269754,2.070664804
509.16,1.022145692,2.070640631
509.17,1.022020727,2.070616285
509.18,1.021894895,2.070591771
509.19,1.021768232,2.070567097
509.2,1.021640776,2.07054227
509.21,1.021512561,2.070517297
509.22,1.021383626,2.070492185
509.23,1.021254005,2.070466942
509.24,1.021123737,2.070441574
509.25,1.020992856,2.070416088
509.26,1.0208614,2.070390492
509.27,1.020729405,2.070364792
509.28,1.020596907,2.070338996
509.29,1.020463943,2.070313111
509.3,1.02033055,2.070287144
509.31,1.020196763,2.070261102
509.32,1.020062619,2.070234992
509.33,1.019928155,2.070208821
509.34,1.019793407,2.070182596
509.35,1.019658411,2.070156325
509.36,1.019523204,2.070130014
509.37,1.019387823,2.070103671
509.38,1.019252303,2.070077302
509.39,1.019116681,2.070050915
509.4,1.018980994,2.070024517
509.41,1.018845279,2.069998115
509.42,1.01870957,2.069971716
509.43,1.018573906,2.069945326
509.44,1.018438322,2.069918954
509.45,1.018302855,2.069892607
509.46,1.018167541,2.06986629
509.47,1.018032416,2.069840012
509.48,1.017897518,2.06981378
509.49,1.017762882,2.0697876
509.5,1.017628546,2.06976148
509.51,1.017494545,2.069735427
509.52,1.017360915,2.069709448
509.53,1.017227694,2.069683549
509.54,1.017094918,2.069657739
509.55,1.016962623,2.069632024
509.56,1.016830845,2.069606412
509.57,1.016699622,2.069580908
509.58,1.016568989,2.069555521
509.59,1.016438983,2.069530258
509.6,1.01630964,2.069505125
509.61,1.016180998,2.06948013
509.62,1.016053091,2.06945528
509.63,1.015925957,2.069430582
509.64,1.015799632,2.069406043
509.65,1.015674153,2.069381669
509.66,1.015549555,2.069357469
509.67,1.015425876,2.06933345
509.68,1.015303152,2.069309617
509.69,1.015181419,2.06928598
509.7,1.015060714,2.069262543
509.71,1.014941073,2.069239316
509.72,1.014822533,2.069216304
509.73,1.01470513,2.069193515
509.74,1.0145889,2.069170956
509.75,1.01447388,2.069148633
509.76,1.014360106,2.069126555
509.77,1.014247615,2.069104729
509.78,1.014136444,2.06908316
509.79,1.014026628,2.069061857
509.8,1.013918204,2.069040826
509.81,1.013811209,2.069020075
509.82,1.013705678,2.068999611
509.83,1.013601649,2.06897944
509.84,1.013499158,2.06895957
509.85,1.013398241,2.068940008
509.86,1.013298935,2.068920761
509.87,1.013201276,2.068901836
509.88,1.0131053,2.068883241
509.89,1.013011045,2.068864981
509.9,1.012918546,2.068847066
509.91,1.012827839,2.0688295
509.92,1.012738963,2.068812292
509.93,1.012651951,2.068795449
509.94,1.012566843,2.068778977
509.95,1.012483672,2.068762885
509.96,1.012402477,2.068747178
509.97,1.012323293,2.068731864
509.98,1.012246158,2.068716951
509.99,1.012171106,2.068702445
510,1.012101484,2.068688184
510.01,1.012036023,2.068673566
510.02,1.011968728,2.068658543
510.03,1.011899632,2.068643122
510.04,1.011828765,2.068627309
510.05,1.011756161,2.068611113
510.06,1.011681852,2.06859454
510.07,1.011605868,2.068577597
510.08,1.011528243,2.068560291
510.09,1.011449007,2.068542629
510.1,1.011368194,2.068524619
510.11,1.011285834,2.068506268
510.12,1.01120196,2.068487582
510.13,1.011116604,2.068468569
510.14,1.011029798,2.068449235
510.15,1.010941574,2.068429589
510.16,1.010851963,2.068409637
510.17,1.010760997,2.068389385
510.18,1.01066871,2.068368842
510.19,1.010575132,2.068348014
510.2,1.010480295,2.068326909
510.21,1.010384232,2.068305533
510.22,1.010286974,2.068283893
510.23,1.010188553,2.068261997
510.24,1.010089001,2.068239852
510.25,1.009988351,2.068217465
510.26,1.009886634,2.068194843
510.27,1.009783882,2.068171992
510.28,1.009680127,2.068148921
510.29,1.009575401,2.068125636
510.3,1.009469736,2.068102144
510.31,1.009363164,2.068078453
510.32,1.009255716,2.068054569
510.33,1.009147426,2.068030499
510.34,1.009038324,2.068006251
510.35,1.008928443,2.067981832
510.36,1.008817814,2.067957249
510.37,1.00870647,2.067932509
510.38,1.008594443,2.067907619
510.39,1.008481764,2.067882585
510.4,1.008368465,2.067857416
510.41,1.008254579,2.067832119
510.42,1.008140137,2.0678067
510.43,1.008025171,2.067781166
510.44,1.007909714,2.067755524
510.45,1.007793797,2.067729783
510.46,1.007677452,2.067703948
510.47,1.00756071,2.067678027
510.48,1.007443605,2.067652027
510.49,1.007326168,2.067625955
510.5,1.007208431,2.067599818
510.51,1.007090425,2.067573623
